split,label,temporal_consistency,inter_region_agreement,signal_stability,amplitude_reliability,rhythm_quality,sync_behavior,frame_quality_score,roi_stability,temporal_coverage_ratio
train,1,0.698590,0.683826,0.787424,0.804466,0.827277,0.802902,0.816934,0.693811,0.766718
train,1,0.652197,0.603415,0.710106,0.576793,0.665687,0.611572,0.826006,0.572937,0.891105
train,1,0.775508,0.803141,0.661622,0.786563,0.792386,0.762676,0.990738,0.880470,0.723072
train,1,0.581810,0.612887,0.609080,0.656625,0.658509,0.537256,0.808842,0.535423,0.534377
train,0,0.270167,0.010088,0.084078,0.209214,0.132916,0.000000,0.689537,0.665145,0.192973
train,1,0.410446,0.504189,0.480542,0.378117,0.329415,0.440818,0.526738,0.595328,0.505372
train,0,0.491793,0.316707,0.302982,0.368595,0.309550,0.641890,0.662609,0.274422,0.473521
train,1,0.943384,0.845626,0.941119,0.926887,1.000000,0.826222,0.798201,0.335705,0.737821
train,1,0.716009,0.726735,0.825223,0.649901,0.752163,0.713085,0.368160,0.917688,0.689152
train,0,0.390399,0.525926,0.337894,0.547501,0.896336,0.508466,0.649776,0.675712,0.456051
train,0,0.136140,0.000000,0.116900,0.590881,0.303506,0.136680,0.350859,0.692218,0.293953
train,0,0.281393,0.354692,0.539563,0.520135,0.295536,0.583457,0.253987,0.365013,0.231756
train,0,0.699707,0.627314,0.409303,0.575804,0.576566,0.366192,0.199070,0.259661,0.466506
train,0,0.301774,0.000000,0.134645,0.015984,0.111382,0.438391,0.512382,0.274085,0.710481
train,0,0.438254,0.483985,0.677340,0.637740,0.673942,0.066853,0.388564,0.214435,0.652805
train,1,0.768469,0.748889,0.720274,0.747320,0.784088,0.735732,0.837506,0.421384,0.955583
train,0,0.168157,0.505439,0.314568,0.280710,0.406839,0.320673,0.098060,0.266948,0.644454
train,1,0.452713,0.538581,0.401603,0.472330,0.434518,0.490384,0.647812,0.876563,0.839069
train,1,0.859327,0.687779,0.828059,0.700278,0.789848,0.811487,0.842537,0.803522,0.632573
train,1,0.747678,0.717315,0.750830,0.710574,0.687614,0.822886,0.764715,0.919293,0.681486
train,1,0.645424,0.673448,0.617351,0.663319,0.596197,0.614129,0.651805,0.697540,0.769193
train,1,0.564930,0.611940,0.666389,0.743252,0.515556,0.624926,0.823185,0.657266,0.656540
train,0,0.526017,0.410583,0.464027,0.348340,0.672102,0.612215,0.649819,0.605661,0.240995
train,1,0.425255,0.545976,0.404388,0.459626,0.506726,0.489080,0.665933,0.801983,0.820568
train,0,0.613199,0.605909,0.369581,0.654084,0.735092,0.575626,0.383695,0.542692,0.384174
train,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.736164,0.783076,0.691243
train,1,0.498792,0.526065,0.455979,0.341028,0.501037,0.359086,0.922962,0.656392,0.900017
train,0,0.628409,0.424226,0.853938,0.391254,0.564629,0.768647,0.648952,0.723727,0.306197
train,0,0.187994,0.345096,0.298204,0.508533,0.324334,0.284328,0.511757,0.000000,0.750956
train,1,0.507651,0.451854,0.432691,0.468967,0.516152,0.479278,0.716557,0.624821,0.740478
train,0,0.287483,0.466804,0.162848,0.010562,0.335350,0.000000,0.339031,0.646600,0.420377
train,1,0.561646,0.561347,0.593502,0.630488,0.506986,0.562998,0.929793,0.645160,0.516908
train,1,0.688224,0.698821,0.718579,0.742201,0.645209,0.642696,0.961378,0.766343,0.939911
train,1,0.619396,0.659931,0.646910,0.595470,0.679667,0.680336,0.739405,0.811798,0.733934
train,0,0.696822,0.795720,0.743009,0.700365,0.674019,0.800210,0.673812,0.172615,0.588020
train,1,0.545576,0.624082,0.492903,0.673491,0.707622,0.604336,0.760344,0.705069,0.777408
train,1,0.622346,0.564928,0.498239,0.560451,0.563591,0.562131,0.793471,0.728038,0.738638
train,1,0.753847,0.740404,0.813024,0.779462,0.723529,0.764613,0.680657,0.747974,0.518147
train,0,0.174016,0.420785,0.373949,0.479910,0.525777,0.469153,0.564896,0.038873,0.124127
train,1,0.298693,0.415469,0.402950,0.410003,0.414529,0.429742,0.942038,0.840945,0.694415
train,0,0.477097,0.207373,0.383125,0.392186,0.450782,0.248564,0.505591,0.384133,0.687167
train,1,0.849195,0.802303,0.610864,0.718006,0.907863,0.761899,0.532085,0.733049,0.977181
train,1,0.605943,0.682137,0.724591,0.607158,0.609202,0.653534,0.986467,0.846062,0.785162
train,0,0.227236,0.705986,0.705678,0.301929,0.086337,0.478215,0.741581,0.151468,0.816915
train,0,0.341175,0.335400,0.166200,0.271808,0.436977,0.368410,0.620203,0.474651,0.563670
train,1,0.876037,0.938216,0.931387,0.863835,0.723166,0.797024,0.856641,0.911883,0.643311
train,0,0.546165,0.675674,0.911307,0.783884,1.000000,0.567884,0.507491,0.374768,0.087010
train,1,0.517524,0.491853,0.578827,0.350387,0.521249,0.437967,0.621522,0.863539,0.705001
train,0,0.164231,0.119247,0.129064,0.123744,0.155285,0.238120,0.431300,0.240614,0.736654
train,0,0.115334,0.244830,0.402844,0.186814,0.338474,0.094878,0.755118,0.750018,0.665253
train,1,0.370228,0.501620,0.581926,0.502224,0.479514,0.388172,0.971580,0.740955,0.968335
train,0,0.129919,0.532349,0.102370,0.356166,0.212058,0.257533,0.268179,0.589699,0.449088
train,0,0.150354,0.016820,0.000000,0.000000,0.227589,0.148966,0.514534,0.712235,0.867546
train,0,0.018435,0.251598,0.061121,0.117834,0.301032,0.073750,0.142130,0.228810,0.460723
train,0,0.123407,0.000000,0.018087,0.000000,0.000000,0.010331,0.631259,0.006205,0.537254
train,1,0.827370,0.857137,0.759622,0.867405,0.739760,0.823066,0.590381,0.856677,0.741182
train,1,0.531918,0.585972,0.464886,0.597080,0.526505,0.627700,0.845828,0.816007,0.679495
train,1,0.467567,0.387724,0.448325,0.545534,0.382753,0.378678,0.850557,0.640631,0.694964
train,1,0.744223,0.723994,0.873499,0.787897,0.800542,0.712667,0.543120,0.920329,0.801976
train,0,0.088282,0.136071,0.204601,0.053547,0.467747,0.294963,0.759080,0.285436,0.409340
train,1,0.692906,0.779132,0.907769,0.714563,0.741311,0.710279,0.826726,0.901418,0.983646
train,0,0.098293,0.000000,0.028605,0.000000,0.000000,0.000000,0.380373,0.442364,0.392661
train,1,0.583316,0.604362,0.545845,0.522621,0.557212,0.361502,0.794561,0.778086,0.621686
train,0,0.250780,0.043239,0.141875,0.044316,0.000000,0.000000,0.234711,0.201498,0.497225
train,0,0.331020,0.508479,0.386442,0.459536,0.297451,0.559752,0.139492,0.830539,0.789197
train,1,0.831796,0.778124,0.872219,0.952017,0.883917,0.862280,0.852356,0.627381,0.842928
train,1,0.465025,0.452946,0.581468,0.458136,0.538770,0.454260,0.513649,0.827144,0.935542
train,1,0.738336,0.837240,0.720569,0.724081,0.785675,0.654796,0.767575,0.911794,0.879664
train,1,0.521750,0.450209,0.466241,0.406747,0.449853,0.547923,0.641880,0.777048,0.624236
train,1,0.823115,0.713355,0.751092,0.756981,0.662031,0.754871,0.423722,0.797460,0.662038
train,1,0.939380,0.897891,0.877843,0.897816,0.948620,0.867557,0.825258,0.638063,0.744891
train,1,0.709756,0.762370,0.735600,0.755021,0.673619,0.768791,0.938174,0.812416,0.546652
train,0,0.786865,0.684611,0.441376,0.413014,0.523993,0.585972,0.071105,0.322457,0.395336
train,1,0.560766,0.595676,0.520918,0.588576,0.558863,0.557654,0.852720,0.730019,0.705523
train,0,0.462967,0.461365,0.230337,0.507908,0.405354,0.294956,0.354120,0.711056,0.239340
train,1,0.866381,0.772490,0.810824,0.854939,0.842264,0.821585,0.732827,0.405605,0.682706
train,0,0.131611,0.000000,0.149038,0.000000,0.049882,0.000000,0.616306,0.886963,0.573456
train,0,0.126102,0.497842,0.518145,0.326220,0.397428,0.406813,0.822165,0.756719,0.337037
train,1,0.582160,0.499178,0.700036,0.584312,0.574724,0.552012,0.424549,0.574114,0.785885
train,0,0.129740,0.237635,0.129938,0.336014,0.000000,0.000000,0.586389,0.077358,0.943450
train,1,0.794740,0.802050,0.708063,0.652714,0.717720,0.803079,0.954816,0.693397,0.807848
train,1,0.509587,0.467450,0.675447,0.571904,0.582412,0.473212,0.801119,0.955283,0.872185
train,1,0.578418,0.605732,0.685477,0.716954,0.786470,0.841498,0.987929,0.791036,0.850904
train,0,0.191593,0.336675,0.189531,0.134174,0.378515,0.499595,0.633056,0.503917,0.606703
train,0,0.376253,0.116638,0.167083,0.359663,0.348000,0.218725,0.392240,0.570618,0.548814
train,0,0.388378,0.472244,0.306404,0.258514,0.635943,0.319195,0.471942,0.495048,0.212193
train,1,0.745433,0.726204,0.799441,0.684782,0.639387,0.773569,0.755725,0.872339,0.828793
train,1,0.610273,0.519784,0.577042,0.566013,0.625011,0.658165,0.703126,0.819690,0.821871
train,1,0.793864,0.760444,0.819744,0.733588,0.681600,0.879922,0.721414,0.736820,0.514803
train,1,0.630920,0.554724,0.561914,0.614046,0.566239,0.563420,0.512835,0.894981,0.821847
train,1,0.653491,0.805139,0.732126,0.671122,0.809105,0.775319,0.513485,0.861377,0.889880
train,1,0.567606,0.667496,0.639272,0.704141,0.737603,0.539701,0.873489,0.687634,0.457974
train,1,0.554996,0.613420,0.572028,0.501544,0.593461,0.603303,0.808190,0.677179,0.941723
train,1,0.839784,0.775270,0.816522,0.739563,0.774559,0.917029,0.767385,0.782221,0.971995
train,0,0.448889,0.000000,0.267378,0.213569,0.338115,0.364510,0.312087,0.253247,0.639969
train,1,0.531586,0.625922,0.417538,0.439780,0.491227,0.485409,0.976317,0.811595,0.744592
train,1,0.472447,0.526832,0.495475,0.462585,0.461166,0.458879,0.628266,0.830134,0.962815
train,1,0.881009,0.733789,0.907984,0.813512,0.883929,0.782634,0.818409,0.778852,0.818916
train,1,0.483297,0.468973,0.553705,0.542646,0.510822,0.477843,0.724070,0.710471,0.957110
train,0,0.155172,0.229135,0.611018,0.408752,0.470205,0.135798,0.330543,0.523121,0.577156
train,1,0.729473,0.673550,0.832465,0.604605,0.774337,0.780755,0.510366,0.795309,0.929385
train,1,0.668465,0.694496,0.636990,0.721177,0.588829,0.657726,0.762004,0.825884,0.705471
train,1,0.676856,0.666685,0.667330,0.616430,0.655533,0.790461,0.995865,0.722541,0.473880
train,0,0.184641,0.346523,0.238174,0.273111,0.079384,0.121015,0.294417,0.698912,0.172697
train,0,0.446508,0.110123,0.000000,0.373937,0.392830,0.023564,0.434279,0.508956,0.596155
train,1,0.308646,0.348078,0.344852,0.414366,0.352310,0.381477,0.467473,0.824844,0.801579
train,1,0.486575,0.426288,0.303767,0.504742,0.473993,0.414819,0.563025,0.738311,0.657412
train,1,0.669120,0.703415,0.903487,0.722243,0.821726,0.743859,0.686350,0.681248,0.607572
train,1,0.620616,0.588765,0.631683,0.656502,0.597517,0.653895,0.401039,0.615092,0.961848
train,0,0.010954,0.123971,0.000000,0.268223,0.041249,0.231415,0.278363,0.794800,0.174396
train,0,0.180475,0.094902,0.024690,0.169314,0.385385,0.137553,0.260497,0.289991,0.151241
train,1,0.834961,0.785890,0.835743,0.762727,0.785764,0.859529,0.914493,0.836415,0.773959
train,1,0.754560,0.610934,0.737584,0.591624,0.658465,0.725085,0.772101,0.810720,0.814052
train,0,0.075724,0.217787,0.099344,0.000000,0.181863,0.191693,0.332697,0.644956,0.203212
train,0,0.344287,0.554445,0.135518,0.255568,0.092063,0.278776,0.630727,0.699809,0.754869
train,1,0.568095,0.523223,0.648010,0.488228,0.498321,0.484248,0.851173,0.944138,0.763958
train,0,0.558548,0.700452,0.584011,0.450036,0.557138,0.652451,0.673352,0.768251,0.754019
train,0,0.207247,0.307980,0.069849,0.303622,0.276198,0.000000,0.789128,0.325655,0.691592
train,1,0.364073,0.455963,0.423352,0.260440,0.496650,0.430280,0.802722,0.556246,0.930968
train,1,0.726941,0.725680,0.860538,0.843683,0.854321,0.816383,0.747764,0.303425,0.538100
train,0,0.378621,0.376874,0.354989,0.209734,0.226170,0.132942,0.128209,0.797397,0.889719
train,1,0.555693,0.513077,0.516392,0.584475,0.467794,0.610936,0.299811,0.842112,0.772638
train,0,0.869746,0.293526,0.567852,0.638442,0.711865,0.361406,0.248758,0.419683,0.174892
train,1,0.845261,0.828740,0.793893,0.922790,0.753448,0.808122,0.826509,0.748145,0.487266
train,1,0.568027,0.759212,0.634067,0.678521,0.607638,0.576735,0.822544,0.762543,0.793595
train,0,0.633916,0.374603,0.532118,0.428323,0.271855,0.388725,0.480650,0.260059,0.398393
train,1,0.790610,0.989633,0.960553,0.811651,0.886177,0.970100,0.720870,0.742184,0.655849
train,0,0.262868,0.185857,0.327597,0.000000,0.403138,0.000000,0.135753,0.664046,0.531769
train,0,0.694148,0.537453,0.497336,0.431262,0.591114,0.079061,0.723708,0.702931,0.129725
train,0,0.593390,0.318219,0.500953,0.339181,0.500458,0.339804,0.483395,0.222951,0.244333
train,1,0.805914,0.887627,0.862405,0.926591,0.861199,0.723030,0.833161,0.916986,0.590161
train,1,0.857634,0.947665,0.858919,0.802229,0.969981,0.978416,0.853025,0.732661,0.915412
train,1,0.688049,0.643670,0.643600,0.750379,0.664561,0.624066,0.974752,0.525545,0.768666
train,0,0.000000,0.129083,0.001527,0.142336,0.000000,0.000000,0.624780,0.568251,0.200572
train,0,0.622998,0.530155,0.481162,0.399608,0.861204,0.559412,0.079275,0.474017,0.413399
train,0,0.391571,0.204065,0.197096,0.385998,0.305403,0.244919,0.525658,0.130217,0.393848
train,1,0.732278,0.731817,0.674491,0.638148,0.641619,0.730004,0.956197,0.511722,0.705601
train,0,0.205834,0.000000,0.173923,0.225868,0.130753,0.260090,0.809300,0.256771,0.705791
train,0,0.118271,0.154122,0.248115,0.000000,0.061323,0.144934,0.403060,0.550240,0.608302
train,0,0.377184,0.526745,0.635769,0.583464,0.487811,0.317669,0.288690,0.449399,0.714751
train,1,0.435348,0.491204,0.476119,0.573972,0.575010,0.484712,0.817008,0.681746,0.367584
train,1,0.654989,0.648284,0.768602,0.616373,0.770915,0.697134,0.778755,0.610900,0.780180
train,0,0.162296,0.519126,0.439724,0.406191,0.418211,0.454572,0.212861,0.490155,0.431769
train,1,0.735944,0.673451,0.755147,0.851880,0.800040,0.893464,0.752829,0.728738,0.711006
train,0,0.223323,0.000000,0.271522,0.022472,0.195040,0.265777,0.713539,0.339932,0.340647
train,0,0.000000,0.000000,0.000000,0.279949,0.003675,0.125381,0.822905,0.559183,0.727009
train,0,0.290332,0.573306,0.347216,0.526358,0.420616,0.701857,0.317593,0.541039,0.547844
train,1,0.509806,0.527599,0.586049,0.571104,0.585642,0.602770,0.752822,0.890471,0.325138
train,1,1.000000,1.000000,1.000000,0.960807,1.000000,1.000000,0.957188,0.707952,0.796002
train,0,0.387386,0.325257,0.358972,0.314204,0.514507,0.699821,0.456748,0.638864,0.431151
train,1,0.803751,0.622278,0.737134,0.691232,0.704112,0.672067,0.916104,0.719001,0.767915
train,0,0.193092,0.000000,0.000000,0.073985,0.059694,0.137062,0.340320,0.418155,0.829217
train,1,0.870151,0.804719,0.831444,0.758240,0.786755,0.816011,0.767936,0.655223,0.704884
train,0,0.510570,0.246430,0.463718,0.734631,0.571329,0.303019,0.767920,0.226784,0.353984
train,0,0.245728,0.260901,0.426175,0.519718,0.393913,0.617282,0.260758,0.575729,0.399033
train,1,0.528349,0.707496,0.629877,0.598418,0.657405,0.640210,0.766877,0.841412,0.658079
train,1,0.803074,0.670944,0.712838,0.752537,0.739203,0.669380,0.483745,0.895154,0.920152
train,0,0.275180,0.491137,0.471996,0.375477,0.496311,0.167735,0.176248,0.221163,0.272931
train,0,0.870776,0.576527,0.767623,0.603182,0.619720,0.466380,0.433193,0.186339,0.457257
train,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.865530,0.797572,0.862922
train,0,0.204682,0.506177,0.265353,0.427389,0.922170,0.485964,0.407293,0.676597,0.388082
train,0,0.105698,0.362004,0.000000,0.019441,0.139346,0.343265,0.559418,0.839694,0.303354
train,1,0.615363,0.620923,0.608917,0.536397,0.590258,0.583329,0.749461,0.674478,0.831709
train,1,0.644673,0.670494,0.679775,0.652640,0.696050,0.667351,0.639761,0.681725,0.858049
train,1,0.676197,0.751989,0.646338,0.772582,0.801481,0.693020,0.701316,0.688227,0.618934
train,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.718968,0.347995,0.571938
train,1,0.620475,0.708158,0.727395,0.767597,0.701295,0.734463,0.662912,0.890978,0.740927
train,1,0.430517,0.394866,0.396713,0.541639,0.331567,0.446090,0.614141,0.512356,0.754806
train,0,0.230053,0.230791,0.000000,0.235075,0.199584,0.368477,0.480752,0.266330,0.485610
train,0,0.353219,0.516491,0.365031,0.681688,0.485529,0.462822,0.721207,0.563742,0.544760
train,0,0.689039,0.515176,0.371336,0.818960,0.647935,0.437860,0.469522,0.228135,0.359951
train,0,0.728371,0.450024,0.264845,0.583369,0.602063,0.728374,0.553129,0.321689,0.501050
train,0,0.128353,0.166927,0.033292,0.159255,0.196361,0.350564,0.685095,0.554962,0.642470
train,0,0.549954,0.578858,0.473820,0.808015,0.102502,0.553777,0.340937,0.473463,0.562577
train,1,0.645697,0.709786,0.465188,0.513387,0.555975,0.639204,0.529924,0.915848,0.823895
train,1,0.596838,0.658467,0.754465,0.688523,0.593519,0.580932,0.921532,0.685945,0.732358
train,0,0.436601,0.528150,0.615282,0.591725,0.812727,0.633960,0.743126,0.337637,0.442684
train,1,0.814491,0.844524,0.751910,0.889040,0.963241,0.890062,0.829890,0.728858,0.545185
train,1,0.553649,0.541447,0.506387,0.535494,0.546836,0.501815,0.399911,0.974926,0.768420
train,1,0.396079,0.431349,0.286083,0.340935,0.311172,0.322699,0.653959,0.248344,0.609278
train,1,0.522312,0.651270,0.530073,0.590359,0.450353,0.674366,0.730142,0.860763,0.673244
train,1,0.875355,0.786815,0.665689,0.796535,0.805149,0.731051,0.934019,0.787808,0.823124
train,0,0.592830,0.341118,0.542363,0.641776,0.524717,0.664508,0.637571,0.623956,0.578608
train,0,0.000000,0.352973,0.099133,0.122842,0.000000,0.000000,0.857404,0.625272,0.233898
train,0,0.280279,0.510174,0.116712,0.239597,0.082438,0.165187,0.212372,0.077564,0.601917
train,1,0.635293,0.701896,0.664503,0.664759,0.583129,0.592593,0.942170,0.803090,0.764792
train,1,0.606386,0.672479,0.648487,0.752961,0.681090,0.672992,0.725133,0.636086,0.527907
train,1,0.827773,0.845824,0.771740,0.803243,0.825827,0.863252,0.772814,0.944052,0.351240
train,0,0.574161,0.410240,0.186259,0.566319,0.104803,0.364077,0.439098,0.520481,0.466529
train,0,0.183000,0.166892,0.000000,0.214063,0.174641,0.427206,0.411402,0.216461,0.170419
train,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.358264,0.597081,0.417873
train,0,0.284893,0.258257,0.000000,0.000000,0.000000,0.261536,0.717653,0.379173,0.605750
train,0,0.447423,0.220450,0.362707,0.000000,0.000000,0.449255,0.665583,0.067385,0.668698
train,1,1.000000,0.935554,0.907998,0.954131,0.912908,1.000000,0.834507,0.651370,0.979310
train,1,0.522534,0.497078,0.376471,0.471329,0.494659,0.506151,0.556898,0.421561,0.904220
train,1,0.469248,0.462014,0.447119,0.574775,0.544451,0.531817,0.640763,0.818807,0.498918
train,0,0.756413,0.383202,0.746692,0.272376,0.626233,0.427923,0.203200,0.427339,0.439173
train,0,0.232500,0.293376,0.181405,0.210457,0.205587,0.187157,0.742580,0.615311,0.561625
train,0,0.371246,0.668942,0.561140,0.592780,0.436434,0.497326,0.418056,0.913984,0.268269
train,0,0.515782,0.210028,0.184881,0.543632,0.170889,0.478508,0.576702,0.782556,0.433004
train,0,0.461930,0.672668,0.631699,0.683254,0.698993,0.850308,0.498946,0.326732,0.604520
train,0,0.210383,0.460164,0.191889,0.295835,0.262554,0.200758,0.387504,0.567690,0.265385
train,1,0.706584,0.708438,0.681569,0.646586,0.640473,0.579859,0.869495,0.807650,0.645926
train,1,0.722293,0.727596,0.585880,0.742092,0.643177,0.615560,0.856409,0.737351,0.683807
train,1,0.875249,0.871925,0.774610,0.808066,0.856865,0.802846,0.794559,0.725055,0.772177
train,0,0.610321,0.436242,0.427632,0.700965,0.443073,0.458450,0.665480,0.356425,0.406925
train,0,0.326689,0.317762,0.187846,0.311634,0.591503,0.417657,0.440972,0.839784,0.404317
train,0,0.193002,0.000000,0.222518,0.043103,0.085709,0.004708,0.054540,0.335698,0.335633
train,0,0.000000,0.000000,0.159223,0.000000,0.000000,0.049526,0.331096,0.328071,0.389344
train,1,0.756762,0.688341,0.718178,0.532177,0.656887,0.686655,0.831285,0.769749,0.475337
train,0,0.170253,0.337242,0.124401,0.156045,0.293514,0.170472,0.776692,0.351491,0.795962
train,0,0.110345,0.077692,0.248109,0.105472,0.388148,0.239018,0.329803,0.511864,0.373574
train,1,0.447406,0.342910,0.499980,0.426460,0.409994,0.374014,0.917650,0.699242,0.503693
train,0,0.222299,0.410231,0.158491,0.357297,0.211192,0.382242,0.494977,0.305843,0.501965
train,1,0.822233,0.622029,0.778037,0.907037,0.861612,0.671219,0.465612,0.687049,0.368959
train,0,0.546581,0.059660,0.041408,0.434958,0.450337,0.280888,0.654096,0.684704,0.442936
train,0,0.142696,0.295417,0.359005,0.546594,0.428532,0.186024,0.595307,0.177529,0.467980
train,0,0.393532,0.390008,0.354869,0.256819,0.071464,0.247169,0.468949,0.301947,0.527866
train,1,0.609522,0.601221,0.723439,0.533417,0.701855,0.660845,0.770893,0.834646,0.513521
train,1,0.562238,0.572602,0.701713,0.672465,0.627599,0.697881,0.753795,0.602052,0.872174
train,0,0.455921,0.604699,0.687458,0.623202,0.843570,0.622375,0.214215,0.443351,0.317574
train,0,0.209485,0.447015,0.531944,0.145782,0.223545,0.321835,0.298373,0.614445,0.525271
train,1,0.662207,0.698050,0.666417,0.722818,0.641573,0.627341,0.949770,0.738386,0.871935
train,1,0.828156,0.785541,0.821391,0.906892,0.854046,0.718044,0.779344,0.877326,0.693483
train,1,0.300756,0.321647,0.370645,0.309473,0.335388,0.292676,0.718958,0.681057,0.651700
train,0,0.527045,0.606667,0.318735,0.257453,0.204394,0.300648,0.322005,0.491379,0.381095
train,0,0.009693,0.377273,0.329471,0.619432,0.304843,0.152819,0.396683,0.233871,0.355465
train,0,0.104878,0.360702,0.264149,0.403802,0.148950,0.587700,0.034877,0.439329,0.246227
train,0,0.137842,0.049195,0.083074,0.181935,0.090922,0.000000,0.353871,0.404011,0.446310
train,1,0.695888,0.703943,0.763052,0.770896,0.683673,0.836151,0.353473,0.709100,0.744242
train,0,0.100275,0.080564,0.188640,0.267678,0.133467,0.000000,0.273852,0.502201,0.491589
train,0,0.000000,0.181283,0.404361,0.353416,0.226679,0.279571,0.124393,0.877779,0.488095
train,1,0.715857,0.722311,0.755757,0.742714,0.712058,0.660857,0.741446,0.541564,0.859314
train,1,0.837006,0.812773,0.776551,0.866941,0.905462,0.868148,0.911888,0.633364,0.537616
train,0,0.398816,0.906570,0.259860,0.370430,0.599088,0.575306,0.850360,0.781296,0.347824
train,0,0.358378,0.315910,0.095542,0.471705,0.415745,0.120449,0.652985,0.439601,0.193521
train,1,0.738220,0.741079,0.797101,0.780607,0.643910,0.805003,0.706267,0.866716,0.824239
train,0,0.246909,0.486230,0.349356,0.463603,0.392799,0.212269,0.283663,0.331473,0.704447
train,0,0.000000,0.000000,0.012868,0.000000,0.000000,0.208149,0.639945,0.150811,0.761748
train,0,0.686904,0.304060,0.413268,0.616072,0.448932,0.390718,0.670788,0.258766,0.496444
train,0,0.314703,0.308263,0.190800,0.016335,0.000000,0.000000,0.941932,0.527181,0.482210
train,0,0.384951,0.400887,0.077658,0.143265,0.147343,0.355685,0.411974,0.760150,0.513136
train,0,0.124230,0.060905,0.557706,0.362812,0.185998,0.358320,0.765540,0.648425,0.517089
train,1,0.262396,0.251966,0.298069,0.322878,0.356784,0.246434,0.969737,0.540686,0.928630
train,1,0.460324,0.492805,0.461705,0.469395,0.484484,0.446333,0.868396,0.498677,0.359252
train,1,0.877533,0.809356,0.764589,0.736870,0.731743,0.661698,0.581510,0.750690,0.632523
train,1,0.688762,0.739305,0.785568,0.714442,0.810847,0.746185,0.475709,0.738592,0.749178
train,1,0.835915,0.817707,0.836545,0.800587,0.827921,0.759579,0.875789,0.876772,0.583915
train,0,0.582034,0.426010,0.298417,0.472257,0.391689,0.390450,0.350168,0.712190,0.499954
train,1,0.710643,0.593667,0.646513,0.656938,0.724385,0.602238,0.447504,0.752424,0.806810
train,1,0.760911,0.603008,0.626479,0.519224,0.647101,0.652217,0.575184,0.735103,0.443126
train,0,0.499131,0.032174,0.169028,0.308227,0.539255,0.667408,0.774184,0.503521,0.548035
train,1,0.807938,0.760213,0.857815,0.743957,0.834959,0.926556,0.763915,0.578252,0.883358
train,0,0.320104,0.443002,0.215409,0.080228,0.372788,0.260907,0.125396,0.665339,0.327476
train,1,0.689149,0.666504,0.569685,0.730312,0.613729,0.544468,0.653086,0.680740,0.983023
train,0,0.141568,0.249294,0.400667,0.020499,0.335438,0.325575,0.586834,0.713191,0.793373
train,0,0.613291,0.613692,0.634507,0.709123,0.641276,0.672565,0.297624,0.477572,0.152220
train,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.220983,0.605029,0.614901
train,1,0.760720,0.724702,0.708443,0.765259,0.655707,0.701421,0.818991,0.645090,0.692868
train,1,0.268091,0.302516,0.445560,0.374845,0.403928,0.289480,0.643026,0.723712,0.988090
train,1,0.787492,0.750925,0.750228,0.817003,0.660243,0.643323,0.986009,0.657166,0.892259
train,0,0.128074,0.442979,0.050281,0.356989,0.250269,0.240044,0.419185,0.344614,0.581511
train,1,0.658762,0.635506,0.749323,0.608398,0.675550,0.696866,0.329685,0.687170,0.960950
train,0,0.284543,0.368417,0.468892,0.526114,0.388465,0.243425,0.566882,0.577820,0.813542
train,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.748840,0.718067,0.623589
train,1,0.684746,0.714810,0.622242,0.724921,0.729700,0.836757,0.605799,0.626675,0.572089
train,1,0.906181,0.878138,0.867577,0.847971,0.789464,0.804888,0.509759,0.855282,0.646905
train,1,0.656164,0.778654,0.666467,0.657740,0.546527,0.618721,0.521049,0.840341,0.984869
train,1,0.644162,0.596214,0.576630,0.618628,0.546717,0.641263,0.861032,0.124063,0.507737
train,1,0.879061,0.738724,0.854196,0.791230,0.657939,0.681214,0.644981,0.875696,0.809090
train,0,0.366042,0.501278,0.391227,0.018808,0.245222,0.000000,0.710114,0.337188,0.352945
train,0,0.410827,0.391676,0.417600,0.319274,0.277437,0.149488,0.537981,0.675727,0.294938
train,0,0.601934,0.500003,0.398080,0.486044,0.373409,0.437374,0.709442,0.503713,0.576309
train,1,0.480930,0.506790,0.445682,0.605019,0.640475,0.534802,0.525203,0.825636,0.665468
train,1,0.870923,0.917384,0.925340,0.860756,0.916589,0.920250,0.755770,0.629003,0.910794
train,0,0.058198,0.252097,0.492196,0.298630,0.346954,0.106953,0.589310,0.578904,0.422778
train,1,0.769702,0.753597,0.685077,0.774294,0.689013,0.702352,0.720027,0.902511,0.863268
train,0,0.513904,0.501509,0.422958,0.145726,0.534607,0.409753,0.542794,0.549857,0.544160
train,0,0.323251,0.610948,0.115259,0.251931,0.164440,0.147471,0.698443,0.596416,0.401561
train,0,0.346337,0.330868,0.409979,0.393332,0.647414,0.603953,0.357835,0.459358,0.483451
train,1,0.621746,0.560161,0.494160,0.529744,0.567190,0.521568,0.660199,0.711776,0.621024
train,0,0.507179,0.143275,0.120031,0.000000,0.208636,0.000000,0.297205,0.708526,0.557070
train,1,0.767538,0.807250,0.787831,0.845771,0.778514,0.763918,0.746868,0.772524,0.647180
train,0,0.199133,0.033226,0.050389,0.239973,0.224417,0.289959,0.033302,0.269516,0.278150
